=== LAYOUT FOR PPR-137.3.pdf ===

--- Page 1 ---
Page size: Width=612, Height=1008

--- Lines ---

--- Rectangles ---
Rect: x0=22.2, y0=126.5, x1=22.7, y1=127.0, width=0.5, height=0.5
Rect: x0=418.9, y0=970.0, x1=589.4, y1=970.4, width=170.5, height=0.5
Rect: x0=589.4, y0=942.4, x1=589.9, y1=970.0, width=0.5, height=27.6
Rect: x0=589.4, y0=970.0, x1=589.9, y1=970.4, width=0.5, height=0.5
Rect: x0=589.4, y0=970.0, x1=589.9, y1=970.4, width=0.5, height=0.5

--- Words / Texts ---
Text (y=50.9, x=54.0): Sistemas Académicos y/o
Text (y=56.3, x=323.7): Buen Observaciones
Text (y=59.4, x=217.1): Reemplazo Reparación Cantidad
Text (y=64.3, x=85.1): adiestramiento Estado
Text (y=79.4, x=31.4): 1. Cantidad de Salones ☐ ☐ ☐
Text (y=95.4, x=31.4): 2. Pizarras ☐ ☐ ☐
Text (y=111.5, x=31.4): 3. Iluminación ☐ ☐ ☐
Text (y=127.7, x=31.4): 4. Receptáculos e Interruptores ☐ ☐ ☐
Text (y=143.6, x=31.4): 5. Puertas ☐ ☐ ☐
Text (y=159.7, x=31.4): 6. gabinetes ☐ ☐ ☐
Text (y=175.9, x=31.4): 7. Abanicos de techos ☐ ☐ ☐
Text (y=191.8, x=31.4): 8. Ventanas ☐ ☐ ☐
Text (y=208.0, x=31.4): 9. Condición de Pintura ☐ ☐ ☐
Text (y=224.9, x=109.3): Baños Buen Observaciones
Text (y=227.4, x=217.1): Reemplazo Reparación Cantidad
Text (y=232.1, x=320.6): Estado
Text (y=242.8, x=31.4): 1. Enchapado ☐ ☐ ☐
Text (y=258.8, x=31.4): 2. Particiones ☐ ☐ ☐
Text (y=274.9, x=31.4): 3. Ventanas ☐ ☐ ☐
Text (y=291.0, x=31.4): 4. Drenajes ☐ ☐ ☐
Text (y=307.1, x=31.4): 5. Inodoros ☐ ☐ ☐
Text (y=323.2, x=31.4): 6. Lavamanos ☐ ☐ ☐
Text (y=339.2, x=31.4): 7. Urinales ☐ ☐ ☐
Text (y=355.4, x=31.4): 8. Llaves de Agua ☐ ☐ ☐
Text (y=371.3, x=31.4): 9. Extractores ☐ ☐ ☐
Text (y=387.4, x=31.4): 10. Pintura ☐ ☐ ☐
Text (y=403.0, x=31.4): 11. Cumplimiento ley ADA
Text (y=411.4, x=231.3): ☐ ☐ ☐
Text (y=416.2, x=49.4): a. dimensiones
Text (y=425.5, x=49.4): b. “grab bars”
Text (y=437.1, x=49.4): Techos Buen Observaciones
Text (y=439.7, x=217.1): Reemplazo Reparación Cantidad
Text (y=444.3, x=320.6): Estado
Text (y=455.1, x=31.4): 1. Acceso ☐ ☐ ☐
Text (y=471.2, x=31.4): 2. Escotillas ☐ ☐ ☐
Text (y=487.2, x=31.4): 3. Drenajes ☐ ☐ ☐
Text (y=503.3, x=31.4): 4. Limpieza ☐ ☐ ☐
Text (y=519.4, x=31.4): 5. Empozamientos ☐ ☐ ☐
Text (y=535.4, x=31.4): 6. Filtraciones ☐ ☐ ☐
Text (y=551.5, x=31.4): 7. Tratamiento ☐ ☐ ☐
Text (y=568.5, x=106.0): Cancha Buen Observaciones
Text (y=571.0, x=217.1): Reemplazo Reparación Cantidad
Text (y=575.7, x=320.6): Estado
Text (y=586.0, x=31.4): 1. Canastos
Text (y=594.4, x=231.3): ☐ ☐ ☐
Text (y=599.2, x=49.4): a. Tableros
Text (y=608.4, x=49.4): b. Operación
Text (y=619.1, x=31.4): 2. Portones ☐ ☐ ☐
Text (y=635.4, x=31.4): 3. Rejas y Barandas ☐ ☐ ☐
Text (y=651.2, x=31.4): 4. Estructura ☐ ☐ ☐
Text (y=667.3, x=31.4): 5. Gradas ☐ ☐ ☐
Text (y=683.4, x=31.4): 6. Iluminación ☐ ☐ ☐
Text (y=699.6, x=31.4): 7. Condiciones y Pintura Piso ☐ ☐ ☐
Text (y=715.7, x=31.4): 8. Control de Palomas ☐ ☐ ☐
Text (y=731.6, x=31.4): 9. Extractores ☐ ☐ ☐
Text (y=747.7, x=31.4): 10. Baños ☐ ☐ ☐
Text (y=763.8, x=31.4): 11. Fuentes de Agua ☐ ☐ ☐
Text (y=779.8, x=31.4): 12. Abanicos ☐ ☐ ☐
Text (y=795.8, x=31.4): 13. Filtraciones ☐ ☐ ☐
Text (y=811.9, x=31.4): 14. Drenajes ☐ ☐ ☐
Text (y=828.9, x=98.4): Seguridad Buen Observaciones
Text (y=831.5, x=217.1): Reemplazo Reparación Cantidad
Text (y=836.1, x=320.6): Estado
Text (y=846.5, x=31.4): 1. Sistema de Intercomunicador
Text (y=854.9, x=231.3): ☐ ☐ ☐
Text (y=859.7, x=49.4): a. panel principal
Text (y=868.8, x=49.4): b. bocinas
Text (y=879.1, x=31.4): 2. Sistema de Alarma contra
Text (y=892.9, x=49.4): incendios
Text (y=904.9, x=49.4): a. panel principal ☐ ☐ ☐
Text (y=915.4, x=49.4): b. “pull station”
Text (y=924.5, x=49.4): c. detectores de humo/ calor
Text (y=933.7, x=49.4): d. strobes lights horns
Text (y=944.0, x=31.4): 3. Gabinetes de Mangueras
Text (y=950.2, x=231.3): ☐ ☐ ☐
Text (y=957.8, x=49.4): Contra Incendios

--- Page 4 ---
Page size: Width=612, Height=1008

--- Lines ---

--- Rectangles ---
Rect: x0=22.8, y0=36.5, x1=211.2, y1=52.1, width=188.4, height=15.6
Rect: x0=27.8, y0=37.4, x1=206.1, y1=51.2, width=178.2, height=13.8
Rect: x0=211.8, y0=36.5, x1=263.1, y1=52.1, width=51.2, height=15.6
Rect: x0=216.9, y0=36.5, x1=257.9, y1=52.1, width=41.0, height=15.6
Rect: x0=263.6, y0=36.5, x1=314.8, y1=52.1, width=51.2, height=15.6
Rect: x0=268.7, y0=36.5, x1=309.7, y1=52.1, width=40.9, height=15.6
Rect: x0=315.3, y0=36.5, x1=350.8, y1=52.1, width=35.5, height=15.6
Rect: x0=320.4, y0=36.5, x1=345.7, y1=52.1, width=25.2, height=15.6
Rect: x0=351.3, y0=36.5, x1=418.3, y1=52.1, width=67.0, height=15.6
Rect: x0=356.5, y0=39.7, x1=413.1, y1=48.8, width=56.6, height=9.1
Rect: x0=418.9, y0=36.5, x1=589.3, y1=52.1, width=170.4, height=15.6
Rect: x0=423.9, y0=37.4, x1=584.1, y1=51.2, width=160.2, height=13.8
Rect: x0=22.2, y0=36.0, x1=22.7, y1=36.5, width=0.5, height=0.5
Rect: x0=22.2, y0=36.0, x1=22.7, y1=36.5, width=0.5, height=0.5
Rect: x0=22.7, y0=36.0, x1=211.4, y1=36.5, width=188.7, height=0.5
Rect: x0=211.4, y0=36.0, x1=211.8, y1=36.5, width=0.5, height=0.5
Rect: x0=211.8, y0=36.0, x1=263.1, y1=36.5, width=51.2, height=0.5
Rect: x0=263.1, y0=36.0, x1=263.6, y1=36.5, width=0.5, height=0.5
Rect: x0=263.6, y0=36.0, x1=314.8, y1=36.5, width=51.2, height=0.5
Rect: x0=314.8, y0=36.0, x1=315.3, y1=36.5, width=0.5, height=0.5
Rect: x0=315.3, y0=36.0, x1=350.8, y1=36.5, width=35.5, height=0.5
Rect: x0=350.8, y0=36.0, x1=351.3, y1=36.5, width=0.5, height=0.5
Rect: x0=351.3, y0=36.0, x1=418.4, y1=36.5, width=67.1, height=0.5
Rect: x0=418.4, y0=36.0, x1=418.9, y1=36.5, width=0.5, height=0.5
Rect: x0=418.9, y0=36.0, x1=589.4, y1=36.5, width=170.5, height=0.5
Rect: x0=589.4, y0=36.0, x1=589.9, y1=36.5, width=0.5, height=0.5
Rect: x0=589.4, y0=36.0, x1=589.9, y1=36.5, width=0.5, height=0.5
Rect: x0=22.2, y0=36.5, x1=22.7, y1=52.1, width=0.5, height=15.6
Rect: x0=211.4, y0=36.5, x1=211.8, y1=52.1, width=0.5, height=15.6
Rect: x0=263.1, y0=36.5, x1=263.6, y1=52.1, width=0.5, height=15.6
Rect: x0=314.8, y0=36.5, x1=315.3, y1=52.1, width=0.5, height=15.6
Rect: x0=350.8, y0=36.5, x1=351.3, y1=52.1, width=0.5, height=15.6
Rect: x0=418.4, y0=36.5, x1=418.9, y1=52.1, width=0.5, height=15.6
Rect: x0=589.4, y0=36.5, x1=589.9, y1=52.1, width=0.5, height=15.6
Rect: x0=22.8, y0=52.6, x1=211.2, y1=68.2, width=188.4, height=15.6
Rect: x0=27.8, y0=53.4, x1=206.1, y1=67.2, width=178.2, height=13.8
Rect: x0=211.8, y0=52.6, x1=263.1, y1=68.2, width=51.2, height=15.6
Rect: x0=216.9, y0=52.6, x1=257.9, y1=68.2, width=41.0, height=15.6
Rect: x0=263.6, y0=52.6, x1=314.8, y1=68.2, width=51.2, height=15.6
Rect: x0=268.7, y0=52.6, x1=309.7, y1=68.2, width=40.9, height=15.6
Rect: x0=315.3, y0=52.6, x1=350.8, y1=68.2, width=35.5, height=15.6
Rect: x0=320.4, y0=52.6, x1=345.7, y1=68.2, width=25.2, height=15.6
Rect: x0=351.3, y0=52.6, x1=418.3, y1=68.2, width=67.0, height=15.6
Rect: x0=356.5, y0=55.8, x1=413.1, y1=64.9, width=56.6, height=9.1
Rect: x0=418.9, y0=52.6, x1=589.3, y1=68.2, width=170.4, height=15.6
Rect: x0=423.9, y0=53.4, x1=584.1, y1=67.2, width=160.2, height=13.8
Rect: x0=22.2, y0=52.1, x1=22.7, y1=52.6, width=0.5, height=0.5
Rect: x0=22.7, y0=52.1, x1=211.4, y1=52.6, width=188.7, height=0.5
Rect: x0=211.4, y0=52.1, x1=211.8, y1=52.6, width=0.5, height=0.5
Rect: x0=211.8, y0=52.1, x1=263.1, y1=52.6, width=51.2, height=0.5
Rect: x0=263.1, y0=52.1, x1=263.6, y1=52.6, width=0.5, height=0.5
Rect: x0=263.6, y0=52.1, x1=314.8, y1=52.6, width=51.2, height=0.5
Rect: x0=314.8, y0=52.1, x1=315.3, y1=52.6, width=0.5, height=0.5
Rect: x0=315.3, y0=52.1, x1=350.8, y1=52.6, width=35.5, height=0.5
Rect: x0=350.8, y0=52.1, x1=351.3, y1=52.6, width=0.5, height=0.5
Rect: x0=351.3, y0=52.1, x1=418.4, y1=52.6, width=67.1, height=0.5
Rect: x0=418.4, y0=52.1, x1=418.9, y1=52.6, width=0.5, height=0.5
Rect: x0=418.9, y0=52.1, x1=589.4, y1=52.6, width=170.5, height=0.5
Rect: x0=589.4, y0=52.1, x1=589.9, y1=52.6, width=0.5, height=0.5
Rect: x0=22.2, y0=52.6, x1=22.7, y1=68.2, width=0.5, height=15.6
Rect: x0=211.4, y0=52.6, x1=211.8, y1=68.2, width=0.5, height=15.6
Rect: x0=263.1, y0=52.6, x1=263.6, y1=68.2, width=0.5, height=15.6
Rect: x0=314.8, y0=52.6, x1=315.3, y1=68.2, width=0.5, height=15.6
Rect: x0=350.8, y0=52.6, x1=351.3, y1=68.2, width=0.5, height=15.6
Rect: x0=418.4, y0=52.6, x1=418.9, y1=68.2, width=0.5, height=15.6
Rect: x0=589.4, y0=52.6, x1=589.9, y1=68.2, width=0.5, height=15.6
Rect: x0=22.8, y0=68.6, x1=211.2, y1=84.2, width=188.4, height=15.6
Rect: x0=27.8, y0=69.5, x1=206.1, y1=83.3, width=178.2, height=13.8
Rect: x0=211.8, y0=68.6, x1=263.1, y1=84.2, width=51.2, height=15.6
Rect: x0=216.9, y0=68.6, x1=257.9, y1=84.2, width=41.0, height=15.6
Rect: x0=263.6, y0=68.6, x1=314.8, y1=84.2, width=51.2, height=15.6
Rect: x0=268.7, y0=68.6, x1=309.7, y1=84.2, width=40.9, height=15.6
Rect: x0=315.3, y0=68.6, x1=350.8, y1=84.2, width=35.5, height=15.6
Rect: x0=320.4, y0=68.6, x1=345.7, y1=84.2, width=25.2, height=15.6
Rect: x0=351.3, y0=68.6, x1=418.3, y1=84.2, width=67.0, height=15.6
Rect: x0=356.5, y0=71.8, x1=413.1, y1=81.0, width=56.6, height=9.2
Rect: x0=418.9, y0=68.6, x1=589.3, y1=84.2, width=170.4, height=15.6
Rect: x0=423.9, y0=69.5, x1=584.1, y1=83.3, width=160.2, height=13.8
Rect: x0=22.2, y0=68.2, x1=22.7, y1=68.6, width=0.5, height=0.5
Rect: x0=22.7, y0=68.2, x1=211.4, y1=68.6, width=188.7, height=0.5
Rect: x0=211.4, y0=68.2, x1=211.8, y1=68.6, width=0.5, height=0.5
Rect: x0=211.8, y0=68.2, x1=263.1, y1=68.6, width=51.2, height=0.5
Rect: x0=263.1, y0=68.2, x1=263.6, y1=68.6, width=0.5, height=0.5
Rect: x0=263.6, y0=68.2, x1=314.8, y1=68.6, width=51.2, height=0.5
Rect: x0=314.8, y0=68.2, x1=315.3, y1=68.6, width=0.5, height=0.5
Rect: x0=315.3, y0=68.2, x1=350.8, y1=68.6, width=35.5, height=0.5
Rect: x0=350.8, y0=68.2, x1=351.3, y1=68.6, width=0.5, height=0.5
Rect: x0=351.3, y0=68.2, x1=418.4, y1=68.6, width=67.1, height=0.5
Rect: x0=418.4, y0=68.2, x1=418.9, y1=68.6, width=0.5, height=0.5
Rect: x0=418.9, y0=68.2, x1=589.4, y1=68.6, width=170.5, height=0.5
Rect: x0=589.4, y0=68.2, x1=589.9, y1=68.6, width=0.5, height=0.5
Rect: x0=22.2, y0=68.6, x1=22.7, y1=84.2, width=0.5, height=15.6
Rect: x0=211.4, y0=68.6, x1=211.8, y1=84.2, width=0.5, height=15.6
Rect: x0=263.1, y0=68.6, x1=263.6, y1=84.2, width=0.5, height=15.6
Rect: x0=314.8, y0=68.6, x1=315.3, y1=84.2, width=0.5, height=15.6
Rect: x0=350.8, y0=68.6, x1=351.3, y1=84.2, width=0.5, height=15.6
Rect: x0=418.4, y0=68.6, x1=418.9, y1=84.2, width=0.5, height=15.6
Rect: x0=589.4, y0=68.6, x1=589.9, y1=84.2, width=0.5, height=15.6
Rect: x0=22.8, y0=84.7, x1=211.2, y1=107.7, width=188.4, height=22.9
Rect: x0=27.8, y0=84.7, x1=206.1, y1=98.5, width=178.2, height=13.8
Rect: x0=27.8, y0=98.5, x1=206.1, y1=107.7, width=178.2, height=9.1
Rect: x0=211.8, y0=84.7, x1=263.1, y1=107.7, width=51.2, height=22.9
Rect: x0=216.9, y0=88.4, x1=257.9, y1=103.9, width=41.0, height=15.5
Rect: x0=263.6, y0=84.7, x1=314.8, y1=107.7, width=51.2, height=22.9
Rect: x0=268.7, y0=88.4, x1=309.7, y1=103.9, width=40.9, height=15.5
Rect: x0=315.3, y0=84.7, x1=350.8, y1=107.7, width=35.5, height=22.9
Rect: x0=320.4, y0=88.4, x1=345.7, y1=103.9, width=25.2, height=15.5
Rect: x0=351.3, y0=84.7, x1=418.3, y1=107.7, width=67.0, height=22.9
Rect: x0=356.5, y0=91.6, x1=413.1, y1=100.8, width=56.6, height=9.3
Rect: x0=418.9, y0=84.7, x1=589.3, y1=107.7, width=170.4, height=22.9
Rect: x0=423.9, y0=89.3, x1=584.1, y1=103.1, width=160.2, height=13.8
Rect: x0=22.2, y0=84.2, x1=22.7, y1=84.7, width=0.5, height=0.5
Rect: x0=22.7, y0=84.2, x1=211.4, y1=84.7, width=188.7, height=0.5
Rect: x0=211.4, y0=84.2, x1=211.8, y1=84.7, width=0.5, height=0.5
Rect: x0=211.8, y0=84.2, x1=263.1, y1=84.7, width=51.2, height=0.5
Rect: x0=263.1, y0=84.2, x1=263.6, y1=84.7, width=0.5, height=0.5
Rect: x0=263.6, y0=84.2, x1=314.8, y1=84.7, width=51.2, height=0.5
Rect: x0=314.8, y0=84.2, x1=315.3, y1=84.7, width=0.5, height=0.5
Rect: x0=315.3, y0=84.2, x1=350.8, y1=84.7, width=35.5, height=0.5
Rect: x0=350.8, y0=84.2, x1=351.3, y1=84.7, width=0.5, height=0.5
Rect: x0=351.3, y0=84.2, x1=418.4, y1=84.7, width=67.1, height=0.5
Rect: x0=418.4, y0=84.2, x1=418.9, y1=84.7, width=0.5, height=0.5
Rect: x0=418.9, y0=84.2, x1=589.4, y1=84.7, width=170.5, height=0.5
Rect: x0=589.4, y0=84.2, x1=589.9, y1=84.7, width=0.5, height=0.5
Rect: x0=22.2, y0=84.7, x1=22.7, y1=107.7, width=0.5, height=22.9
Rect: x0=211.4, y0=84.7, x1=211.8, y1=107.7, width=0.5, height=22.9
Rect: x0=263.1, y0=84.7, x1=263.6, y1=107.7, width=0.5, height=22.9
Rect: x0=314.8, y0=84.7, x1=315.3, y1=107.7, width=0.5, height=22.9
Rect: x0=350.8, y0=84.7, x1=351.3, y1=107.7, width=0.5, height=22.9
Rect: x0=418.4, y0=84.7, x1=418.9, y1=107.7, width=0.5, height=22.9
Rect: x0=589.4, y0=84.7, x1=589.9, y1=107.7, width=0.5, height=22.9
Rect: x0=22.8, y0=108.3, x1=211.2, y1=126.6, width=188.4, height=18.4
Rect: x0=27.8, y0=110.5, x1=206.1, y1=124.3, width=178.2, height=13.8
Rect: x0=211.8, y0=108.3, x1=263.1, y1=126.6, width=51.2, height=18.4
Rect: x0=216.9, y0=112.8, x1=257.9, y1=122.1, width=41.0, height=9.2
Rect: x0=263.6, y0=108.3, x1=314.8, y1=126.6, width=51.2, height=18.4
Rect: x0=268.7, y0=112.8, x1=309.7, y1=122.1, width=40.9, height=9.2
Rect: x0=315.3, y0=108.3, x1=350.8, y1=126.6, width=35.5, height=18.4
Rect: x0=320.4, y0=108.3, x1=345.7, y1=117.4, width=25.2, height=9.1
Rect: x0=320.4, y0=117.4, x1=345.7, y1=126.6, width=25.2, height=9.2
Rect: x0=351.3, y0=108.3, x1=418.3, y1=126.6, width=67.0, height=18.4
Rect: x0=356.5, y0=112.8, x1=413.1, y1=122.1, width=56.6, height=9.2
Rect: x0=418.9, y0=108.3, x1=589.3, y1=126.6, width=170.4, height=18.4
Rect: x0=423.9, y0=110.5, x1=584.1, y1=124.3, width=160.2, height=13.8
Rect: x0=22.2, y0=107.7, x1=22.7, y1=108.1, width=0.5, height=0.5
Rect: x0=22.7, y0=107.7, x1=211.4, y1=108.1, width=188.7, height=0.5
Rect: x0=211.4, y0=107.7, x1=211.8, y1=108.1, width=0.5, height=0.5
Rect: x0=211.8, y0=107.7, x1=263.1, y1=108.1, width=51.2, height=0.5
Rect: x0=263.1, y0=107.7, x1=263.6, y1=108.1, width=0.5, height=0.5
Rect: x0=263.6, y0=107.7, x1=314.8, y1=108.1, width=51.2, height=0.5
Rect: x0=314.8, y0=107.7, x1=315.3, y1=108.1, width=0.5, height=0.5
Rect: x0=315.3, y0=107.7, x1=350.8, y1=108.1, width=35.5, height=0.5
Rect: x0=350.8, y0=107.7, x1=351.3, y1=108.1, width=0.5, height=0.5
Rect: x0=351.3, y0=107.7, x1=418.4, y1=108.1, width=67.1, height=0.5
Rect: x0=418.4, y0=107.7, x1=418.9, y1=108.1, width=0.5, height=0.5
Rect: x0=418.9, y0=107.7, x1=589.4, y1=108.1, width=170.5, height=0.5
Rect: x0=589.4, y0=107.7, x1=589.9, y1=108.1, width=0.5, height=0.5
Rect: x0=22.2, y0=108.1, x1=22.7, y1=126.6, width=0.5, height=18.5
Rect: x0=211.4, y0=108.1, x1=211.8, y1=126.6, width=0.5, height=18.5
Rect: x0=263.1, y0=108.1, x1=263.6, y1=126.6, width=0.5, height=18.5
Rect: x0=314.8, y0=108.1, x1=315.3, y1=126.6, width=0.5, height=18.5
Rect: x0=350.8, y0=108.1, x1=351.3, y1=126.6, width=0.5, height=18.5
Rect: x0=418.4, y0=108.1, x1=418.9, y1=126.6, width=0.5, height=18.5
Rect: x0=589.4, y0=108.1, x1=589.9, y1=126.6, width=0.5, height=18.5
Rect: x0=22.8, y0=127.1, x1=211.2, y1=159.3, width=188.4, height=32.2
Rect: x0=27.8, y0=127.1, x1=206.1, y1=140.9, width=178.2, height=13.8
Rect: x0=27.8, y0=140.9, x1=206.1, y1=150.1, width=178.2, height=9.2
Rect: x0=27.8, y0=150.1, x1=206.1, y1=159.3, width=178.2, height=9.1
Rect: x0=211.8, y0=127.1, x1=263.1, y1=159.3, width=51.2, height=32.2
Rect: x0=216.9, y0=135.4, x1=257.9, y1=151.0, width=41.0, height=15.6
Rect: x0=263.6, y0=127.1, x1=314.8, y1=159.3, width=51.2, height=32.2
Rect: x0=268.7, y0=135.4, x1=309.7, y1=151.0, width=40.9, height=15.6
Rect: x0=315.3, y0=127.1, x1=350.8, y1=159.3, width=35.5, height=32.2
Rect: x0=320.4, y0=135.4, x1=345.7, y1=151.0, width=25.2, height=15.6
Rect: x0=351.3, y0=127.1, x1=418.3, y1=159.3, width=67.0, height=32.2
Rect: x0=356.5, y0=138.6, x1=413.1, y1=147.9, width=56.6, height=9.2
Rect: x0=418.9, y0=127.1, x1=589.3, y1=159.3, width=170.4, height=32.2
Rect: x0=423.9, y0=136.3, x1=584.1, y1=150.1, width=160.2, height=13.8
Rect: x0=22.2, y0=126.6, x1=22.7, y1=127.1, width=0.5, height=0.5
Rect: x0=22.7, y0=126.6, x1=211.4, y1=127.1, width=188.7, height=0.5
Rect: x0=211.4, y0=126.6, x1=211.8, y1=127.1, width=0.5, height=0.5
Rect: x0=211.8, y0=126.6, x1=263.1, y1=127.1, width=51.2, height=0.5
Rect: x0=263.1, y0=126.6, x1=263.6, y1=127.1, width=0.5, height=0.5
Rect: x0=263.6, y0=126.6, x1=314.8, y1=127.1, width=51.2, height=0.5
Rect: x0=314.8, y0=126.6, x1=315.3, y1=127.1, width=0.5, height=0.5
Rect: x0=315.3, y0=126.6, x1=350.8, y1=127.1, width=35.5, height=0.5
Rect: x0=350.8, y0=126.6, x1=351.3, y1=127.1, width=0.5, height=0.5
Rect: x0=351.3, y0=126.6, x1=418.4, y1=127.1, width=67.1, height=0.5
Rect: x0=418.4, y0=126.6, x1=418.9, y1=127.1, width=0.5, height=0.5
Rect: x0=418.9, y0=126.6, x1=589.4, y1=127.1, width=170.5, height=0.5
Rect: x0=589.4, y0=126.6, x1=589.9, y1=127.1, width=0.5, height=0.5
Rect: x0=22.2, y0=127.1, x1=22.7, y1=159.3, width=0.5, height=32.2
Rect: x0=211.4, y0=127.1, x1=211.8, y1=159.3, width=0.5, height=32.2
Rect: x0=263.1, y0=127.1, x1=263.6, y1=159.3, width=0.5, height=32.2
Rect: x0=314.8, y0=127.1, x1=315.3, y1=159.3, width=0.5, height=32.2
Rect: x0=350.8, y0=127.1, x1=351.3, y1=159.3, width=0.5, height=32.2
Rect: x0=418.4, y0=127.1, x1=418.9, y1=159.3, width=0.5, height=32.2
Rect: x0=589.4, y0=127.1, x1=589.9, y1=159.3, width=0.5, height=32.2
Rect: x0=22.8, y0=159.9, x1=211.2, y1=192.0, width=188.4, height=32.2
Rect: x0=27.8, y0=159.9, x1=206.1, y1=173.7, width=178.2, height=13.8
Rect: x0=27.8, y0=173.7, x1=206.1, y1=182.8, width=178.2, height=9.1
Rect: x0=27.8, y0=182.8, x1=206.1, y1=192.0, width=178.2, height=9.2
Rect: x0=211.8, y0=159.9, x1=263.1, y1=192.0, width=51.2, height=32.2
Rect: x0=216.9, y0=168.1, x1=257.9, y1=183.7, width=41.0, height=15.6
Rect: x0=263.6, y0=159.9, x1=314.8, y1=192.0, width=51.2, height=32.2
Rect: x0=268.7, y0=168.1, x1=309.7, y1=183.7, width=40.9, height=15.6
Rect: x0=315.3, y0=159.9, x1=350.8, y1=192.0, width=35.5, height=32.2
Rect: x0=320.4, y0=168.1, x1=345.7, y1=183.7, width=25.2, height=15.6
Rect: x0=351.3, y0=159.9, x1=418.3, y1=192.0, width=67.0, height=32.2
Rect: x0=356.5, y0=171.3, x1=413.1, y1=180.5, width=56.6, height=9.2
Rect: x0=418.9, y0=159.9, x1=589.3, y1=192.0, width=170.4, height=32.2
Rect: x0=423.9, y0=169.0, x1=584.1, y1=182.8, width=160.2, height=13.8
Rect: x0=22.2, y0=159.3, x1=22.7, y1=159.7, width=0.5, height=0.5
Rect: x0=22.7, y0=159.3, x1=211.4, y1=159.7, width=188.7, height=0.5
Rect: x0=211.4, y0=159.3, x1=211.8, y1=159.7, width=0.5, height=0.5
Rect: x0=211.8, y0=159.3, x1=263.1, y1=159.7, width=51.2, height=0.5
Rect: x0=263.1, y0=159.3, x1=263.6, y1=159.7, width=0.5, height=0.5
Rect: x0=263.6, y0=159.3, x1=314.8, y1=159.7, width=51.2, height=0.5
Rect: x0=314.8, y0=159.3, x1=315.3, y1=159.7, width=0.5, height=0.5
Rect: x0=315.3, y0=159.3, x1=350.8, y1=159.7, width=35.5, height=0.5
Rect: x0=350.8, y0=159.3, x1=351.3, y1=159.7, width=0.5, height=0.5
Rect: x0=351.3, y0=159.3, x1=418.4, y1=159.7, width=67.1, height=0.5
Rect: x0=418.4, y0=159.3, x1=418.9, y1=159.7, width=0.5, height=0.5
Rect: x0=418.9, y0=159.3, x1=589.4, y1=159.7, width=170.5, height=0.5
Rect: x0=589.4, y0=159.3, x1=589.9, y1=159.7, width=0.5, height=0.5
Rect: x0=22.2, y0=159.7, x1=22.7, y1=192.0, width=0.5, height=32.3
Rect: x0=211.4, y0=159.7, x1=211.8, y1=192.0, width=0.5, height=32.3
Rect: x0=263.1, y0=159.7, x1=263.6, y1=192.0, width=0.5, height=32.3
Rect: x0=314.8, y0=159.7, x1=315.3, y1=192.0, width=0.5, height=32.3
Rect: x0=350.8, y0=159.7, x1=351.3, y1=192.0, width=0.5, height=32.3
Rect: x0=418.4, y0=159.7, x1=418.9, y1=192.0, width=0.5, height=32.3
Rect: x0=589.4, y0=159.7, x1=589.9, y1=192.0, width=0.5, height=32.3
Rect: x0=22.8, y0=192.5, x1=211.2, y1=224.7, width=188.4, height=32.2
Rect: x0=27.8, y0=192.5, x1=206.1, y1=206.3, width=178.2, height=13.8
Rect: x0=27.8, y0=206.3, x1=206.1, y1=215.5, width=178.2, height=9.2
Rect: x0=27.8, y0=215.5, x1=206.1, y1=224.7, width=178.2, height=9.1
Rect: x0=211.8, y0=192.5, x1=263.1, y1=224.7, width=51.2, height=32.2
Rect: x0=216.9, y0=200.8, x1=257.9, y1=216.4, width=41.0, height=15.6
Rect: x0=263.6, y0=192.5, x1=314.8, y1=224.7, width=51.2, height=32.2
Rect: x0=268.7, y0=200.8, x1=309.7, y1=216.4, width=40.9, height=15.6
Rect: x0=315.3, y0=192.5, x1=350.8, y1=224.7, width=35.5, height=32.2
Rect: x0=320.4, y0=200.8, x1=345.7, y1=216.4, width=25.2, height=15.6
Rect: x0=351.3, y0=192.5, x1=418.3, y1=224.7, width=67.0, height=32.2
Rect: x0=356.5, y0=204.0, x1=413.1, y1=213.1, width=56.6, height=9.1
Rect: x0=418.9, y0=192.5, x1=589.3, y1=224.7, width=170.4, height=32.2
Rect: x0=423.9, y0=201.7, x1=584.1, y1=215.5, width=160.2, height=13.8
Rect: x0=22.2, y0=192.0, x1=22.7, y1=192.5, width=0.5, height=0.5
Rect: x0=22.7, y0=192.0, x1=211.4, y1=192.5, width=188.7, height=0.5
Rect: x0=211.4, y0=192.0, x1=211.8, y1=192.5, width=0.5, height=0.5
Rect: x0=211.8, y0=192.0, x1=263.1, y1=192.5, width=51.2, height=0.5
Rect: x0=263.1, y0=192.0, x1=263.6, y1=192.5, width=0.5, height=0.5
Rect: x0=263.6, y0=192.0, x1=314.8, y1=192.5, width=51.2, height=0.5
Rect: x0=314.8, y0=192.0, x1=315.3, y1=192.5, width=0.5, height=0.5
Rect: x0=315.3, y0=192.0, x1=350.8, y1=192.5, width=35.5, height=0.5
Rect: x0=350.8, y0=192.0, x1=351.3, y1=192.5, width=0.5, height=0.5
Rect: x0=351.3, y0=192.0, x1=418.4, y1=192.5, width=67.1, height=0.5
